genre,movie_id,movie_title,year,tmdb_id,director,actor1,actor2
Adventure Animation Children's Comedy Fantasy,820,Space Jam ,1996,2300,Joe Pytka,Michael Jordan,Wayne Knight
Comedy Romance,821,Mrs. Winterbourne ,1996,40001,Richard Benjamin,Shirley MacLaine,Ricki Lake
Drama,822,Faces ,1968,753,John Cassavetes,Gena Rowlands,John Marley
Crime Film-Noir Thriller,823,Mulholland Falls ,1996,10990,Lee Tamahori,Nick Nolte,Melanie Griffith
Comedy,824,"Great White Hype, The ",1996,20759,Reginald Hudlin,Samuel L. Jackson,Jeff Goldblum
Action Sci-Fi Thriller,825,"Arrival, The ",1996,10547,David Twohy,Charlie Sheen,Lindsay Crouse
Adventure,826,"Phantom, The ",1996,9826,Simon Wincer,Billy Zane,Kristy Swanson
Action Adventure Thriller,827,Daylight ,1996,11228,Rob Cohen,Sylvester Stallone,Amy Brenneman
Adventure Children's,828,Alaska ,1996,36344,Fraser Clarke Heston,Thora Birch,Vincent Kartheiser
Action Adventure,829,Fled ,1996,18550,Kevin Hooks,Laurence Fishburne,Stephen Baldwin
Action Mystery Thriller,830,Power 98 ,1996,109478,Jaime Hellman,Eric Roberts,Lisa Thornhill
Action Adventure Sci-Fi Thriller,831,Escape from L.A. ,1996,10061,John Carpenter,Kurt Russell,Stacy Keach
Children's Drama Fantasy,832,Bogus ,1996,3587,Norman Jewison,Whoopi Goldberg,Gérard Depardieu
Action,833,Bulletproof ,1996,10723,Ernest R. Dickerson,Damon Wayans,Adam Sandler
Horror Thriller,834,Halloween: The Curse of Michael Myers ,1995,10987,Joe Chappelle,Donald Pleasence,Paul Rudd
Comedy Musical Romance,835,"Gay Divorcee, The ",1934,28288,Mark Sandrich,Fred Astaire,Ginger Rogers
Comedy Romance,836,Ninotchka ,1939,1859,Ernst Lubitsch,Greta Garbo,Melvyn Douglas
Drama,837,Meet John Doe ,1941,32574,Frank Capra,Barbara Stanwyck,Gary Cooper
Action,838,In the Line of Duty 2 ,1996,27139,Dick Lowry,Tim Daly,William O'Leary
Horror Thriller,839,Loch Ness ,1995,51043,John Henderson,Ted Danson,Joely Richardson
Action Drama Western,840,Last Man Standing ,1996,9333,Walter Hill,Bruce Willis,Bruce Dern
Action Thriller,841,"Glimmer Man, The ",1996,9625,John Gray,Steven Seagal,Keenen Ivory Wayans
Children's Comedy Drama,842,Pollyanna ,1960,31102,David Swift,Hayley Mills,Jane Wyman
Children's Comedy,843,"Shaggy Dog, The ",1959,15944,Charles Barton,Fred MacMurray,Jean Hagen
Crime,844,Freeway ,1996,11229,Matthew Bright,Kiefer Sutherland,Reese Witherspoon
Comedy,845,That Thing You Do! ,1996,9591,Tom Hanks,Tom Everett Scott,Johnathon Schaech
Drama Romance,846,To Gillian on Her 37th Birthday ,1996,30500,Michael Pressman,Peter Gallagher,Michelle Pfeiffer
Documentary Drama,847,Looking for Richard ,1996,42314,Al Pacino,Al Pacino,Winona Ryder
Film-Noir Thriller,848,"Murder, My Sweet ",1944,1834,Edward Dmytryk,Dick Powell,Claire Trevor
Action Romance,849,Days of Thunder ,1990,2119,Tony Scott,Tom Cruise,Robert Duvall
Documentary,850,"Perfect Candidate, A ",1996,124837,R. J. Cutler,Oliver North,Mark Goodin
Drama,851,Two or Three Things I Know About Her ,1966,8074,Jean-Luc Godard,Joseph Gehrard,Marina Vlady
Drama Thriller,852,"Bloody Child, The ",1996,124676,Nina Menkes,,
Comedy Horror,853,Braindead ,1992,763,Peter Jackson,Timothy Balme,Diana Peñalver
Comedy Horror,854,Bad Taste ,1987,9964,Peter Jackson,Terry Potter,Pete O'Herne
Action Drama Mystery Romance Thriller,855,Diva ,1981,4485,Jean-Jacques Beineix,Frédéric Andréi,Richard Bohringer
Comedy Drama,856,Night on Earth ,1991,339,Jim Jarmusch,Winona Ryder,Gena Rowlands
Documentary,857,Paris Was a Woman ,1996,96288,Greta Schiller,Gisèle Freund,Sylvia Beach
Horror,858,Amityville: Dollhouse ,1996,52263,Steve White,Robin Thomas,Starr Andreeff
Comedy Horror,859,April Fool's Day ,1986,24913,Fred Walton,Deborah Foreman,Thomas F. Wilson
Horror Thriller,860,"Believers, The ",1987,32076,John Schlesinger,Martin Sheen,Helen Shaver
Horror,861,Nosferatu a Venezia ,1986,28198,Augusto Caminito,Klaus Kinski,Christopher Plummer
Adventure Children's Comedy,862,Jingle All the Way ,1996,9279,Brian Levant,Arnold Schwarzenegger,Phil Hartman
Drama,863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) ",1996,4789,Vittorio De Sica,Dominique Sanda,Fabio Testi
Comedy,864,My Fellow Americans ,1996,17795,Peter Segal,Jack Lemmon,James Garner
Drama,865,"Ice Storm, The ",1997,68924,Ang Lee,Kevin Kline,Joan Allen
Comedy Romance,866,Michael ,1996,2928,Nora Ephron,John Travolta,Andie MacDowell
Drama,867,"Whole Wide World, The ",1996,18451,Dan Ireland,Vincent D'Onofrio,Renée Zellweger
Drama,868,Hearts and Minds ,1997,42449,Peter Davis,Georges Bidault,Clark Clifford
Comedy Romance,869,Fools Rush In ,1997,1968,Andy Tennant,Matthew Perry,Salma Hayek
Romance,870,Touch ,1997,61563,Paul Schrader,LL Cool J,Gina Gershon
Comedy,871,Vegas Vacation ,1997,11419,Stephen Kessler,Chevy Chase,Beverly D'Angelo
Romance,872,Love Jones ,1997,27322,Theodore Witcher,Larenz Tate,Nia Long
Comedy Romance,873,Picture Perfect ,1997,9413,Glenn Gordon Caron,Jennifer Aniston,Jay Mohr
Drama,874,Career Girls ,1997,49462,Mike Leigh,Katrin Cartlidge,Lynda Steadman
Drama Romance,875,She's So Lovely ,1997,38295,Nick Cassavetes,Sean Penn,Robin Wright
Action Comedy,876,Money Talks ,1997,9416,Brett Ratner,Chris Tucker,Charlie Sheen
Adventure Romance,877,Excess Baggage ,1997,26180,Marco Brambilla,Alicia Silverstone,Benicio del Toro
Children's Comedy Mystery,878,That Darn Cat! ,1997,20735,Bob Spiers,Christina Ricci,Doug E. Doug
Action Thriller War,879,"Peacemaker, The ",1997,6623,Mimi Leder,George Clooney,Nicole Kidman
Drama,880,Soul Food ,1997,29461,"George Tillman, Jr.",Vivica A. Fox,Nia Long
Action Comedy,881,Money Talks ,1997,9416,Brett Ratner,Chris Tucker,Charlie Sheen
Drama,882,Washington Square ,1997,45019,Agnieszka Holland,Jennifer Jason Leigh,Albert Finney
Drama,883,Telling Lies in America ,1997,63437,Guy Ferland,Kevin Bacon,Brad Renfro
Documentary,884,Year of the Horse ,1997,62422,Jim Jarmusch,Neil Young,Frank Sampedo
Horror,885,Phantoms ,1998,9827,Joe Chappelle,Ben Affleck,Peter O'Toole
Romance Thriller,886,"Life Less Ordinary, A ",1997,8067,Danny Boyle,Ewan McGregor,Cameron Diaz
Drama,887,Eve's Bayou ,1997,45153,Kasi Lemmons,Jurnee Smollett,Meagan Good
Drama,888,One Night Stand ,1997,12616,Mike Figgis,Wesley Snipes,Nastassja Kinski
Romance,889,"Tango Lesson, The ",1997,34838,Sally Potter,Sally Potter,Morgane Maugran
Action Adventure,890,Mortal Kombat: Annihilation ,1997,9823,John R. Leonetti,Robin Shou,Talisa Soto
Drama War,891,Bent ,1997,19601,Sean Mathias,Clive Owen,Lothaire Bluteau
Children's Comedy Fantasy,892,Flubber ,1997,9574,Les Mayfield,Robin Williams,Marcia Gay Harden
Comedy,893,For Richer or Poorer ,1997,10371,Bryan Spicer,Tim Allen,Kirstie Alley
Children's Comedy,894,Home Alone 3 ,1997,9714,Raja Gosnell,Alex D. Linz,Olek Krupa
Horror Thriller,895,Scream 2 ,1997,4233,Wes Craven,Neve Campbell,Courteney Cox
Drama,896,"Sweet Hereafter, The ",1997,10217,Atom Egoyan,Ian Holm,Caerthan Banks
Action Adventure Sci-Fi,897,Time Tracers ,1995,438108,Bret McCormick,Rocky Patterson,Dorenda Moore
Drama,898,"Postman, The ",1997,9922,Kevin Costner,Kevin Costner,Will Patton
Drama,899,"Winter Guest, The ",1997,25994,Alan Rickman,Emma Thompson,Phyllida Law
Drama,900,Kundun ,1997,9746,Martin Scorsese,Tenzin Thuthob Tsarong,Tencho Gyalpo
Comedy,901,Mr. Magoo ,1997,9438,Stanley Tong,Leslie Nielsen,Kelly Lynch
Comedy Crime Mystery Thriller,902,"Big Lebowski, The ",1997,115,Joel Coen,Jeff Bridges,John Goodman
Drama Romance,903,Afterglow ,1997,26941,Alan Rudolph,Nick Nolte,Julie Christie
Comedy Drama,904,Ma vie en rose (My Life in Pink) ,1997,27103,Alain Berliner,Georges Du Fresne,Michèle Laroque
Drama Romance,905,Great Expectations ,1998,9410,Alfonso Cuarón,Gwyneth Paltrow,Ethan Hawke
Drama Romance,906,Oscar & Lucinda ,1997,11365,Brian Gilbert,Stephen Fry,Jude Law
Comedy,907,Vermin ,1997,548312,Dorthe Scheffmann,Jennifer Ward-Lealand,Emily Campbell
Comedy,908,Half Baked ,1998,9490,Tamra Davis,Dave Chappelle,Jim Breuer
Drama,909,Dangerous Beauty ,1998,8583,Marshall Herskovitz,Catherine McCormack,Rufus Sewell
Drama,910,Nil By Mouth ,1998,21252,Gary Oldman,Ray Winstone,Kathy Burke
Crime Drama,911,Twilight ,1998,26269,Robert Benton,Paul Newman,Susan Sarandon
Action Thriller,912,U.S. Marshalls ,1998,-1,,,
Comedy,913,Love and Death on Long Island ,1998,47452,Richard Kwietniowski,John Hurt,Jason Priestley
Crime Drama Mystery Thriller,914,Wild Things ,1998,617,John McNaughton,Matt Dillon,Kevin Bacon
Drama,915,Primary Colors ,1998,9440,Mike Nichols,John Travolta,Emma Thompson
Action Sci-Fi Thriller,916,Lost in Space ,1998,2157,Stephen Hopkins,Gary Oldman,William Hurt
Action Drama Thriller,917,Mercury Rising ,1998,8838,Harold Becker,Bruce Willis,Alec Baldwin
Romance,918,City of Angels ,1998,795,Brad Silberling,Nicolas Cage,Meg Ryan
Adventure Sci-Fi,919,"City of Lost Children, The ",1995,902,Jean-Pierre Jeunet,Ron Perlman,Dominique Pinon
Drama,920,Two Bits ,1995,40628,James Foley,Jerry Barone,Al Pacino
Drama Romance,921,Farewell My Concubine ,1993,10997,Chen Kaige,Leslie Cheung,Gong Li
Western,922,Dead Man ,1996,922,Jim Jarmusch,Johnny Depp,Gary Farmer
Drama,923,Raise the Red Lantern ,1991,10404,Zhang Yimou,Gong Li,Ma Jing-Wu
Adventure Drama,924,White Squall ,1996,10534,Ridley Scott,Jeff Bridges,Caroline Goodall
Sci-Fi Thriller,925,Unforgettable ,1996,2045,John Dahl,Ray Liotta,Linda Fiorentino
Comedy,926,Down Periscope ,1996,9101,David S. Ward,Kelsey Grammer,Lauren Holly
Drama,927,"Flower of My Secret, The (Flor de mi secreto, La) ",1996,4307,Pedro Almodóvar,Marisa Paredes,Juan Echanove
Drama Horror,928,"Craft, The ",1996,9100,Andrew Fleming,Robin Tunney,Fairuza Balk
Children's Comedy,929,Harriet the Spy ,1996,38223,Bronwen Hughes,Michelle Trachtenberg,Rosie O'Donnell
Action Adventure Thriller,930,Chain Reaction ,1996,12123,Andrew Davis,Keanu Reeves,Morgan Freeman
Sci-Fi Thriller,931,"Island of Dr. Moreau, The ",1996,9306,John Frankenheimer,Marlon Brando,Val Kilmer
Children's Comedy,932,First Kid ,1996,12559,David M. Evans,Sinbad,Brock Pierce
Drama,933,"Funeral, The ",1996,21612,Abel Ferrara,Christopher Walken,Chris Penn
Drama,934,"Preacher's Wife, The ",1996,21539,Penny Marshall,Denzel Washington,Whitney Houston
Drama War,935,Paradise Road ,1997,77223,Bruce Beresford,Glenn Close,Frances McDormand
Comedy Drama Romance,936,Brassed Off ,1997,9450,Mark Herman,Pete Postlethwaite,Tara Fitzgerald
Drama,937,"Thousand Acres, A ",1997,66588,Jocelyn Moorhouse,Michelle Pfeiffer,Jessica Lange
Comedy Romance,938,"Smile Like Yours, A ",1997,33657,Keith Samples,Greg Kinnear,Lauren Holly
Drama Thriller,939,Murder in the First ,1995,8438,Marc Rocco,Christian Slater,Kevin Bacon
Comedy,940,Airheads ,1994,13595,Michael Lehmann,Brendan Fraser,Steve Buscemi
Comedy Drama,941,With Honors ,1994,16297,Alek Keshishian,Joe Pesci,Brendan Fraser
Drama,942,What's Love Got to Do with It ,1993,15765,Brian Gibson,Angela Bassett,Laurence Fishburne
Thriller,943,Killing Zoe ,1994,507,Roger Avary,Eric Stoltz,Julie Delpy
Comedy Drama War,944,Renaissance Man ,1994,11858,Penny Marshall,Danny DeVito,Mark Wahlberg
Comedy Mystery Romance Thriller,945,Charade ,1963,4808,Stanley Donen,Cary Grant,Audrey Hepburn
Animation Children's,946,"Fox and the Hound, The ",1981,10948,Ted Berman,Mickey Rooney,Kurt Russell
Adventure Romance,947,"Big Blue, The (Grand bleu, Le) ",1988,175,Luc Besson,Jean-Marc Barr,Jean Reno
Comedy Romance,948,Booty Call ,1997,21915,Jeff Pollack,Jamie Foxx,Tommy Davidson
Drama Romance,949,How to Make an American Quilt ,1995,11861,Jocelyn Moorhouse,Winona Ryder,Anne Bancroft
Drama,950,Georgia ,1995,97406,Ulu Grosbard,Jennifer Jason Leigh,Mare Winningham
Adventure Children's Fantasy,951,"Indian in the Cupboard, The ",1995,11359,Frank Oz,Hal Scardino,Litefoot
Comedy,952,Blue in the Face ,1995,5894,Paul Auster,Harvey Keitel,Lou Reed
Comedy Drama,953,Unstrung Heroes ,1995,52856,Diane Keaton,Andie MacDowell,John Turturro
Documentary,954,Unzipped ,1995,77350,Douglas Keeve,Isaac Mizrahi,Sandra Bernhard
Drama Romance,955,Before Sunrise ,1995,76,Richard Linklater,Ethan Hawke,Julie Delpy
Drama,956,Nobody's Fool ,1994,11593,Robert Benton,Paul Newman,Bruce Willis
Comedy,957,Pushing Hands ,1992,25296,Ang Lee,Sihung Lung,Wang Lai
Drama,958,To Live (Huozhe) ,1994,31439,Zhang Yimou,Ge You,Gong Li
Comedy,959,Dazed and Confused ,1993,9571,Richard Linklater,Jason London,Rory Cochrane
Drama,960,Naked ,1993,21450,Mike Leigh,David Thewlis,Lesley Sharp
Drama,961,Orlando ,1993,9300,Sally Potter,Tilda Swinton,Billy Zane
Drama,962,Ruby in Paradise ,1993,47889,Victor Nunez,Ashley Judd,Todd Field
Drama Thriller,963,Some Folks Call It a Sling Blade ,1993,27768,George Hickenlooper,Billy Bob Thornton,Molly Ringwald
Comedy Drama,964,"Month by the Lake, A ",1995,41007,John Irvin,Vanessa Redgrave,Edward Fox
Comedy Musical,965,Funny Face ,1957,13320,Stanley Donen,Audrey Hepburn,Fred Astaire
Romance,966,"Affair to Remember, An ",1957,8356,Leo McCarey,Cary Grant,Deborah Kerr
Drama,967,Little Lord Fauntleroy ,1936,23114,John Cromwell,Freddie Bartholomew,Dolores Costello
Musical,968,"Inspector General, The ",1949,40206,Henry Koster,Danny Kaye,Walter Slezak
Animation Children's,969,Winnie the Pooh and the Blustery Day ,1968,81310,Wolfgang Reitherman,Sterling Holloway,John Fiedler
Comedy,970,Hear My Song ,1991,54405,Peter Chelsom,Ned Beatty,Adrian Dunbar
Comedy War,971,Mediterraneo ,1991,38251,Gabriele Salvatores,Diego Abatantuono,Claudio Bigagli
Drama,972,Passion Fish ,1992,41768,John Sayles,Mary McDonnell,Alfre Woodard
Documentary,973,Grateful Dead ,1996,105993,,,
Drama Thriller,974,Eye for an Eye ,1996,17182,John Schlesinger,Sally Field,Kiefer Sutherland
Thriller,975,Fear ,1996,10543,James Foley,Mark Wahlberg,Reese Witherspoon
Action Sci-Fi Thriller,976,Solo ,1996,29621,Norberto Barba,Mario Van Peebles,Barry Corbin
Action,977,"Substitute, The ",1996,20762,Robert Mandel,Tom Berenger,Raymond Cruz
Mystery Thriller,978,Heaven's Prisoners ,1996,36915,Phil Joanou,Alec Baldwin,Kelly Lynch
Drama Thriller,979,"Trigger Effect, The ",1996,58770,David Koepp,Kyle MacLachlan,Elisabeth Shue
Drama,980,Mother Night ,1996,20318,Keith Gordon,Nick Nolte,Sheryl Lee
Drama,981,Dangerous Ground ,1996,82656,Lawrence Gordon Clark,Rob Lowe,Kenneth Cranham
Action Adventure Thriller,982,Maximum Risk ,1996,10861,Ringo Lam,Jean-Claude Van Damme,Natasha Henstridge
Thriller,983,"Rich Man's Wife, The ",1996,44465,Amy Holden Jones,Clive Owen,Halle Berry
Thriller,984,Shadow Conspiracy ,1997,38153,George P. Cosmatos,Charlie Sheen,Donald Sutherland
Drama,985,Blood & Wine ,1996,9431,Gilbert Adler,Dennis Miller,Erika Eleniak
Thriller,986,Turbulence ,1997,34314,Robert Butler,Ray Liotta,Lauren Holly
Thriller,987,Underworld ,1997,85242,Roger Christian,Denis Leary,Joe Mantegna
Comedy Romance,988,"Beautician and the Beast, The ",1997,17894,Ken Kwapis,Timothy Dalton,Fran Drescher
Animation Children's Musical,989,Cats Don't Dance ,1997,24662,Mark Dindal,Scott Bakula,Jasmine Guy
Drama Romance,990,Anna Karenina ,1997,50512,Bernard Rose,Sophie Marceau,Sean Bean
Crime,991,Keys to Tulsa ,1997,118991,Leslie Greif,Eric Stoltz,James Spader
Comedy Thriller,992,Head Above Water ,1997,11103,Jim Wilson,Harvey Keitel,Cameron Diaz
Adventure Animation Children's Comedy Musical,993,Hercules ,1997,11970,John Musker,Tate Donovan,Josh Keaton
Drama,994,"Last Time I Committed Suicide, The ",1997,34941,Stephen T. Kay,Thomas Jane,Keanu Reeves
Comedy,995,"Kiss Me, Guido ",1997,32519,Tony Vitale,Nick Scotti,Anthony Barrile
Children's Comedy,996,"Big Green, The ",1995,26441,Holly Goldberg Sloan,Steve Guttenberg,Olivia d'Abo
Comedy,997,Stuart Saves His Family ,1995,28033,Harold Ramis,Al Franken,Laura San Giacomo
Comedy,998,Cabin Boy ,1994,26391,Adam Resnick,Chris Elliott,Ritch Brinkley
Comedy,999,Clean Slate ,1994,18658,Mick Jackson,Dana Carvey,Valeria Golino
Comedy Western,1000,Lightning Jack ,1994,22317,Simon Wincer,Paul Hogan,Beverly D'Angelo
Comedy,1001,"Stupids, The ",1996,16299,John Landis,Tom Arnold,Jessica Lundy
Comedy,1002,"Pest, The ",1997,17949,R. Paul Miller,John Leguizamo,Jeffrey Jones
Children's Comedy Mystery,1003,That Darn Cat! ,1997,20735,Bob Spiers,Christina Ricci,Doug E. Doug
Drama Western,1004,Geronimo: An American Legend ,1993,35588,Walter Hill,Jason Patric,Wes Studi
Drama,1005,"Double vie de Véronique, La (Double Life of Veronique, The) ",1991,-1,,,
Drama Sci-Fi,1006,Until the End of the World (Bis ans Ende der Welt) ,1991,275655,Peter Buchka,Werner Herzog,
Comedy,1007,Waiting for Guffman ,1997,16448,Christopher Guest,Christopher Guest,Eugene Levy
Drama,1008,I Shot Andy Warhol ,1996,26890,Mary Harron,Lili Taylor,Jared Harris
Drama,1009,Stealing Beauty ,1996,14553,Bernardo Bertolucci,Liv Tyler,Sinéad Cusack
Drama,1010,Basquiat ,1996,549,Julian Schnabel,Jeffrey Wright,David Bowie
Crime,1011,2 Days in the Valley ,1996,9401,John Herzfeld,Danny Aiello,Greg Cruttwell
Comedy Drama,1012,Private Parts ,1997,9403,Betty Thomas,Howard Stern,Mary McCormack
Action Adventure Thriller,1013,Anaconda ,1997,9360,Luis Llosa,Jennifer Lopez,Ice Cube
Comedy,1014,Romy and Michele's High School Reunion ,1997,9611,David Mirkin,Mira Sorvino,Lisa Kudrow
Children's Drama,1015,Shiloh ,1997,33660,Chip Rosenbloom,Blake Heron,J. Madison Wright
Action Adventure Thriller,1016,Con Air ,1997,1701,Simon West,Nicolas Cage,John Cusack
Drama,1017,Trees Lounge ,1996,27845,Steve Buscemi,Steve Buscemi,Chloë Sevigny
Drama,1018,Tie Me Up! Tie Me Down! ,1990,2469,Pedro Almodóvar,Victoria Abril,Antonio Banderas
Action Thriller,1019,"Die xue shuang xiong (Killer, The) ",1989,112544,Clarence Yiu-leung Fok,,
Mystery Thriller,1020,Gaslight ,1944,13528,George Cukor,Charles Boyer,Ingrid Bergman
Drama,1021,8 1/2 ,1963,422,Federico Fellini,Marcello Mastroianni,Claudia Cardinale
Documentary,1022,"Fast, Cheap & Out of Control ",1997,25099,Errol Morris,Dave Hoover,George Mendonça
Comedy,1023,Fathers' Day ,1997,12499,Ivan Reitman,Robin Williams,Billy Crystal
Romance,1024,Mrs. Dalloway ,1997,38904,Marleen Gorris,Vanessa Redgrave,Natascha McElhone
Action Drama Thriller,1025,Fire Down Below ,1997,14289,Félix Enríquez Alcalá,Steven Seagal,Marg Helgenberger
Comedy Drama,1026,"Lay of the Land, The ",1997,377038,Fraser Macdonald,,
Action,1027,"Shooter, The ",1995,55261,Ted Kotcheff,Dolph Lundgren,Maruschka Detmers
Comedy Romance,1028,Grumpier Old Men ,1995,15602,Howard Deutch,Walter Matthau,Jack Lemmon
Comedy,1029,Jury Duty ,1995,19326,John Fortenberry,Pauly Shore,Tia Carrere
Comedy,1030,"Beverly Hillbillies, The ",1993,11041,Penelope Spheeris,Jim Varney,Diedrich Bader
Adventure Children's,1031,Lassie ,1994,29918,Daniel Petrie,Tom Guiry,Helen Slater
Children's Comedy,1032,Little Big League ,1994,31504,Andrew Scheinman,Luke Edwards,Timothy Busfield
Adventure Children's,1033,Homeward Bound II: Lost in San Francisco ,1996,25059,David R. Ellis,Michael J. Fox,Sally Field
Action Adventure,1034,"Quest, The ",1996,9103,Jean-Claude Van Damme,Jean-Claude Van Damme,Roger Moore
Comedy,1035,Cool Runnings ,1993,864,Jon Turteltaub,Leon,Doug E. Doug
Comedy Fantasy,1036,Drop Dead Fred ,1991,10379,Ate de Jong,Phoebe Cates,Rik Mayall
Comedy Musical Romance,1037,Grease 2 ,1982,9037,Patricia Birch,Maxwell Caulfield,Michelle Pfeiffer
Thriller,1038,Switchback ,1997,10871,Jeb Stuart,Dennis Quaid,Danny Glover
Drama,1039,Hamlet ,1997,10549,Kenneth Branagh,Kenneth Branagh,Derek Jacobi
Comedy Romance,1040,Two if by Sea ,1996,19760,Bill Bennett,Sandra Bullock,Denis Leary
Comedy Romance,1041,Forget Paris ,1995,10525,Billy Crystal,Billy Crystal,Debra Winger
Mystery Thriller,1042,Just Cause ,1995,9061,Arne Glimcher,Sean Connery,Laurence Fishburne
Comedy,1043,Rent-a-Kid ,1995,36357,Fred Gerber,Leslie Nielsen,Christopher Lloyd
Comedy Drama,1044,"Paper, The ",1994,12280,Ron Howard,Michael Keaton,Robert Duvall
Drama,1045,Fearless ,1993,10443,Peter Weir,Jeff Bridges,Isabella Rossellini
Thriller,1046,Malice ,1993,2246,Harold Becker,Alec Baldwin,Nicole Kidman
Comedy,1047,Multiplicity ,1996,9304,Harold Ramis,Michael Keaton,Andie MacDowell
Comedy Romance,1048,She's the One ,1996,11363,Edward Burns,Edward Burns,Michael McGlone
Comedy,1049,House Arrest ,1996,18862,Harry Winer,Jamie Lee Curtis,Kevin Pollak
Drama Romance,1050,"Ghost and Mrs. Muir, The ",1947,22292,Joseph L. Mankiewicz,Gene Tierney,Rex Harrison
Comedy,1051,"Associate, The ",1996,11112,Donald Petrie,Whoopi Goldberg,Dianne Wiest
Comedy Horror,1052,Dracula: Dead and Loving It ,1995,12110,Mel Brooks,Leslie Nielsen,Mel Brooks
Drama,1053,Now and Then ,1995,9263,Lesli Linka Glatter,Christina Ricci,Thora Birch
Comedy,1054,Mr. Wrong ,1996,47475,Nick Castle,Ellen DeGeneres,Bill Pullman
Drama,1055,"Simple Twist of Fate, A ",1994,43535,Gillies MacKinnon,Steve Martin,Anne Heche
Horror,1056,Cronos ,1992,14139,Nacho Vigalondo,Karra Elejalde,Candela Fernández
Comedy,1057,"Pallbearer, The ",1996,23570,Matt Reeves,David Schwimmer,Gwyneth Paltrow
Adventure Drama,1058,"War, The ",1994,19855,Jon Avnet,Elijah Wood,Kevin Costner
Comedy,1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,1996,10607,Paris Barclay,Shawn Wayans,Marlon Wayans
Adventure Children's,1060,"Adventures of Pinocchio, The ",1996,18975,Steve Barron,Martin Landau,Jonathan Taylor Thomas
Comedy Drama,1061,"Evening Star, The ",1996,30285,Robert Harling,Shirley MacLaine,Jack Nicholson
Drama,1062,Four Days in September ,1998,21253,Bruno Barreto,Alan Arkin,Pedro Cardoso
Children's Drama,1063,"Little Princess, A ",1995,19101,Alfonso Cuarón,Liesel Matthews,Eleanor Bron
Crime Film-Noir,1064,Crossfire ,1947,28120,Edward Dmytryk,Robert Young,Robert Mitchum
Documentary War,1065,Koyaanisqatsi ,1983,11314,Godfrey Reggio,Lou Dobbs,Ted Koppel
Animation Children's,1066,Balto ,1995,21032,Simon Wells,Kevin Bacon,Bob Hoskins
Comedy,1067,Bottle Rocket ,1996,13685,Wes Anderson,Luke Wilson,Owen Wilson
Drama,1068,"Star Maker, The (Uomo delle stelle, L') ",1996,247963,Roy Del Ruth,Bing Crosby,Louise Campbell
Crime Drama Thriller,1069,Amateur ,1994,30157,Hal Hartley,Isabelle Huppert,Martin Donovan
Comedy,1070,Living in Oblivion ,1995,9071,Tom DiCillo,Steve Buscemi,Catherine Keener
Comedy,1071,Party Girl ,1995,36196,Daisy von Scherler Mayer,Parker Posey,Liev Schreiber
Comedy Romance,1072,"Pyromaniac's Love Story, A ",1995,2307,Joshua Brand,William Baldwin,John Leguizamo
Thriller,1073,Shallow Grave ,1994,9905,Danny Boyle,Kerry Fox,Christopher Eccleston
Comedy Drama,1074,Reality Bites ,1994,2788,Ben Stiller,Winona Ryder,Ben Stiller
Drama,1075,"Man of No Importance, A ",1994,52038,Suri Krishnamma,Albert Finney,Brenda Fricker
Action Adventure Animation Children's Fantasy,1076,"Pagemaster, The ",1994,15139,Pixote Hunt,Macaulay Culkin,Christopher Lloyd
Thriller,1077,Love and a .45 ,1994,15477,C.M. Talkington,Gil Bellows,Renée Zellweger
Animation Children's,1078,Oliver & Company ,1988,12233,George Scribner,Joey Lawrence,Billy Joel
Comedy Musical,1079,Joe's Apartment ,1996,11962,John Payson,Jerry O'Connell,Megan Ward
Comedy,1080,Celestial Clockwork ,1996,145079,Fina Torres,Ariadna Gil,Arielle Dombasle
Crime,1081,Curdled ,1996,12241,Reb Braddock,Bruce Ramsay,William Baldwin
Drama,1082,Female Perversions ,1997,41801,Susan Streitfeld,Tilda Swinton,Amy Madigan
Crime Thriller,1083,Albino Alligator ,1997,8744,Kevin Spacey,Matt Dillon,Faye Dunaway
Documentary,1084,Anne Frank Remembered ,1996,51352,Jon Blair,Kenneth Branagh,Glenn Close
Drama Romance,1085,Carried Away ,1996,36447,Bruno Barreto,Dennis Hopper,Amy Irving
Drama,1086,It's My Party ,1996,33245,Randal Kleiser,Eric Roberts,Gregory Harrison
Action,1087,Bloodsport 2 ,1996,25087,Alan Mehrez,Daniel Bernhardt,Pat Morita
Action,1088,Double Team ,1997,9405,Tsui Hark,Jean-Claude Van Damme,Dennis Rodman
Action Romance Thriller,1089,Speed 2: Cruise Control ,1997,1639,Jan de Bont,Sandra Bullock,Jason Patric
Thriller,1090,Sliver ,1993,867,Phillip Noyce,Sharon Stone,William Baldwin
Adventure Animation Children's Musical,1091,Pete's Dragon ,1977,11114,Don Chaffey,Sean Marshall,Helen Reddy
Comedy,1092,Dear God ,1996,38554,Garry Marshall,Greg Kinnear,Laurie Metcalf
Comedy,1093,Live Nude Girls ,1996,26271,Julianna Lavin,Dana Delany,Kim Cattrall
Comedy,1094,"Thin Line Between Love and Hate, A ",1996,28121,Martin Lawrence,Lynn Whitfield,Martin Lawrence
Comedy,1095,High School High ,1996,9308,Hart Bochner,Jon Lovitz,Tia Carrere
Romance,1096,Commandments ,1997,16399,Daniel Taplitz,Aidan Quinn,Courteney Cox
