movie_title,year,movie+title,tmdb_id
"Beans of Egypt, Maine, The ",1994.0,"Beans+of+Egypt,+Maine,+The",
"Scarlet Letter, The ",1926.0,"Scarlet+Letter,+The",
Johns ,1996.0,Johns,
It Takes Two ,1995.0,It+Takes+Two,
Frankie Starlight ,1995.0,Frankie+Starlight,
Shadows (Cienie) ,1988.0,Shadows,
"Show, The ",1995.0,"Show,+The",
The Courtyard ,1995.0,The+Courtyard,
Dream Man ,1995.0,Dream+Man,
Destiny Turns on the Radio ,1995.0,Destiny+Turns+on+the+Radio,
"Glass Shield, The ",1994.0,"Glass+Shield,+The",
"Hunted, The ",1995.0,"Hunted,+The",
"Underneath, The ",1995.0,"Underneath,+The",
Safe Passage ,1994.0,Safe+Passage,
"Secret Adventures of Tom Thumb, The ",1993.0,"Secret+Adventures+of+Tom+Thumb,+The",
Condition Red ,1995.0,Condition+Red,
Yankee Zulu ,1996.0,Yankee+Zulu,
Aparajito ,1996.0,Aparajito,
Hostile Intentions ,1994.0,Hostile+Intentions,
Clean Slate (Coup de Torchon) ,1981.0,Clean+Slate,
Tigrero: A Film That Was Never Made ,1994.0,Tigrero:+A+Film+That+Was+Never+Made,
"Eye of Vichy, The (Oeil de Vichy, L') ",1993.0,"Eye+of+Vichy,+The",
"Promise, The (Versprechen, Das) ",1994.0,"Promise,+The",
To Cross the Rubicon ,1991.0,To+Cross+the+Rubicon,
Daens ,1992.0,Daens,
"Man from Down Under, The ",1943.0,"Man+from+Down+Under,+The",
Careful ,1992.0,Careful,
Vermont Is For Lovers ,1992.0,Vermont+Is+For+Lovers,
"Vie est belle, La (Life is Rosey) ",1987.0,"Vie+est+belle,+La",
Quartier Mozart ,1992.0,Quartier+Mozart,
Touki Bouki (Journey of the Hyena) ,1973.0,Touki+Bouki,
Wend Kuuni (God's Gift) ,1982.0,Wend+Kuuni,
Spirits of the Dead (Tre passi nel delirio) ,1968.0,Spirits+of+the+Dead,
Pharaoh's Army ,1995.0,Pharaoh's+Army,
"I, Worst of All (Yo, la peor de todas) ",1990.0,"I,+Worst+of+All",
"Hungarian Fairy Tale, A ",1987.0,"Hungarian+Fairy+Tale,+A",
"Death in the Garden (Mort en ce jardin, La) ",1956.0,Death+in+the+Garden,
"Collectionneuse, La ",1967.0,"Collectionneuse,+La",
Baton Rouge ,1988.0,Baton+Rouge,
Liebelei ,1933.0,Liebelei,
"Woman in Question, The ",1950.0,"Woman+in+Question,+The",
T-Men ,1947.0,T-Men,
"Invitation, The (Zaproszenie) ",1986.0,"Invitation,+The",
"Symphonie pastorale, La ",1946.0,"Symphonie+pastorale,+La",
American Dream ,1990.0,American+Dream,
Lashou shentan ,1992.0,Lashou+shentan,-1.0
Terror in a Texas Town ,1958.0,Terror+in+a+Texas+Town,
Salut cousin! ,1997.0,Salut+cousin!,
Schizopolis ,1997.0,Schizopolis,
"To Have, or Not ",1997.0,"To+Have,+or+Not",
Duoluo tianshi ,1998.0,Duoluo+tianshi,-1.0
"Magic Hour, The ",1998.0,"Magic+Hour,+The",
Death in Brunswick ,1996.0,Death+in+Brunswick,
Everest ,1998.0,Everest,
Shopping ,1996.0,Shopping,
Nemesis 2: Nebula ,1995.0,Nemesis+2:+Nebula,
Romper Stomper ,1992.0,Romper+Stomper,
City of Industry ,1997.0,City+of+Industry,
Someone Else's America ,1996.0,Someone+Else's+America,
Guantanamera ,1997.0,Guantanamera,
Office Killer ,1997.0,Office+Killer,
"Price Above Rubies, A ",1998.0,"Price+Above+Rubies,+A",
Angela ,1996.0,Angela,
He Walked by Night ,1948.0,He+Walked+by+Night,
Love Serenade ,1997.0,Love+Serenade,
Deceiver ,1997.0,Deceiver,
Hurricane Streets ,1998.0,Hurricane+Streets,
Buddy ,1997.0,Buddy,
B*A*P*S ,1997.0,B*A*P*S,
"Truth or Consequences, N.M. ",1997.0,"Truth+or+Consequences,+N.M.",
Intimate Relations ,1997.0,Intimate+Relations,
"Leading Man, The ",1998.0,"Leading+Man,+The",
Tokyo Fist ,1998.0,Tokyo+Fist,
"Reluctant Debutante, The ",1958.0,"Reluctant+Debutante,+The",
Warriors of Virtue ,1997.0,Warriors+of+Virtue,
Desert Winds ,1995.0,Desert+Winds,
Hugo Pool ,1997.0,Hugo+Pool,
King of New York ,1990.0,King+of+New+York,
All Things Fair ,1996.0,All+Things+Fair,
"Sixth Man, The ",1997.0,"Sixth+Man,+The",
Butterfly Kiss ,1996.0,Butterfly+Kiss,
"Paris, France ",1993.0,"Paris,+France",
"Cérémonie, La ",1996.0,"Cérémonie,+La",-1.0
Hush ,1998.0,Hush,
Nightwatch ,1997.0,Nightwatch,
Nobody Loves Me (Keiner liebt mich) ,1996.0,Nobody+Loves+Me,
"Wife, The ",1996.0,"Wife,+The",
Lamerica ,1994.0,Lamerica,
Nico Icon ,1995.0,Nico+Icon,
"Silence of the Palace, The (Saimt el Qusur) ",1996.0,"Silence+of+the+Palace,+The",
"Slingshot, The ",1993.0,"Slingshot,+The",
Land and Freedom (Tierra y libertad) ,1996.0,Land+and+Freedom,
Á köldum klaka (Cold Fever) ,1996.0,Á+köldum+klaka,-1.0
Etz Hadomim Tafus (Under the Domin Tree) ,1996.0,Etz+Hadomim+Tafus,
Two Friends (,1986.0,Two+Friends,
Brothers in Trouble ,1996.0,Brothers+in+Trouble,
Girls Town ,1996.0,Girls+Town,
Normal Life ,1996.0,Normal+Life,
Bitter Sugar (Azucar Amargo) ,1996.0,Bitter+Sugar,
"Eighth Day, The ",1996.0,"Eighth+Day,+The",
Dadetown ,1996.0,Dadetown,
Some Mother's Son ,1996.0,Some+Mother's+Son,
Angel Baby ,1997.0,Angel+Baby,
Sudden Manhattan ,1997.0,Sudden+Manhattan,
"Butcher Boy, The ",1998.0,"Butcher+Boy,+The",
Men With Guns ,1998.0,Men+With+Guns,
Hana-bi ,1998.0,Hana-bi,
"Niagara, Niagara ",1998.0,"Niagara,+Niagara",
"Big One, The ",1998.0,"Big+One,+The",
"Butcher Boy, The ",1998.0,"Butcher+Boy,+The",
"Spanish Prisoner, The ",1998.0,"Spanish+Prisoner,+The",
Temptress Moon (Feng Yue) ,1997.0,Temptress+Moon,
Entertaining Angels: The Dorothy Day Story ,1996.0,Entertaining+Angels:+The+Dorothy+Day+Story,
Chairman of the Board ,1998.0,Chairman+of+the+Board,
"Favor, The ",1994.0,"Favor,+The",
Little City ,1998.0,Little+City,
Target ,1996.0,Target,
"Substance of Fire, The ",1996.0,"Substance+of+Fire,+The",
Getting Away With Murder ,1996.0,Getting+Away+With+Murder,
Small Faces ,1996.0,Small+Faces,
"New Age, The ",1994.0,"New+Age,+The",
Rough Magic ,1997.0,Rough+Magic,
Nothing Personal ,1997.0,Nothing+Personal,
8 Heads in a Duffel Bag ,1997.0,8+Heads+in+a+Duffel+Bag,
"Brother's Kiss, A ",1997.0,"Brother's+Kiss,+A",
Ripe ,1997.0,Ripe,
"Next Step, The ",1997.0,"Next+Step,+The",
Wedding Bell Blues ,1997.0,Wedding+Bell+Blues,
MURDER and murder ,1997.0,MURDER+and+murder,
Tainted ,1998.0,Tainted,
"Further Gesture, A ",1998.0,"Further+Gesture,+A",
Kika ,1993.0,Kika,
Mirage ,1995.0,Mirage,
Mamma Roma ,1962.0,Mamma+Roma,
"Sunchaser, The ",1996.0,"Sunchaser,+The",
"War at Home, The ",1996.0,"War+at+Home,+The",
Sweet Nothing ,1996.0,Sweet+Nothing,
Mat' i syn ,1998.0,Mat'+i+syn,
B. Monkey ,1998.0,B.+Monkey,
Sliding Doors ,1998.0,Sliding+Doors,
You So Crazy ,1994.0,You+So+Crazy,
Scream of Stone (Schrei aus Stein) ,1996.0,Scream+of+Stone,
