movie_title,year,tmdb_id,movie_id,director,actor1,actor2
Funny Face ,1957,13320,965,Stanley Donen,Audrey Hepburn,Fred Astaire
"Affair to Remember, An ",1957,8356,966,Leo McCarey,Cary Grant,Deborah Kerr
Little Lord Fauntleroy ,1936,23114,967,John Cromwell,Freddie Bartholomew,Dolores Costello
"Inspector General, The ",1949,40206,968,Henry Koster,Danny Kaye,Walter Slezak
Winnie the Pooh and the Blustery Day ,1968,81310,969,Wolfgang Reitherman,Sterling Holloway,John Fiedler
Hear My Song ,1991,54405,970,Peter Chelsom,Ned Beatty,Adrian Dunbar
Mediterraneo ,1991,38251,971,Gabriele Salvatores,Diego Abatantuono,Claudio Bigagli
Passion Fish ,1992,41768,972,John Sayles,Mary McDonnell,Alfre Woodard
Grateful Dead ,1996,105993,973,,,
Eye for an Eye ,1996,17182,974,John Schlesinger,Sally Field,Kiefer Sutherland
Fear ,1996,10543,975,James Foley,Mark Wahlberg,Reese Witherspoon
Solo ,1996,29621,976,Norberto Barba,Mario Van Peebles,Barry Corbin
"Substitute, The ",1996,20762,977,Robert Mandel,Tom Berenger,Raymond Cruz
Heaven's Prisoners ,1996,36915,978,Phil Joanou,Alec Baldwin,Kelly Lynch
"Trigger Effect, The ",1996,58770,979,David Koepp,Kyle MacLachlan,Elisabeth Shue
Mother Night ,1996,20318,980,Keith Gordon,Nick Nolte,Sheryl Lee
Dangerous Ground ,1996,82656,981,Lawrence Gordon Clark,Rob Lowe,Kenneth Cranham
Maximum Risk ,1996,10861,982,Ringo Lam,Jean-Claude Van Damme,Natasha Henstridge
"Rich Man's Wife, The ",1996,44465,983,Amy Holden Jones,Clive Owen,Halle Berry
Shadow Conspiracy ,1997,38153,984,George P. Cosmatos,Charlie Sheen,Donald Sutherland
Blood & Wine ,1996,9431,985,Gilbert Adler,Dennis Miller,Erika Eleniak
Turbulence ,1997,34314,986,Robert Butler,Ray Liotta,Lauren Holly
Underworld ,1997,85242,987,Roger Christian,Denis Leary,Joe Mantegna
"Beautician and the Beast, The ",1997,17894,988,Ken Kwapis,Timothy Dalton,Fran Drescher
Cats Don't Dance ,1997,24662,989,Mark Dindal,Scott Bakula,Jasmine Guy
Anna Karenina ,1997,50512,990,Bernard Rose,Sophie Marceau,Sean Bean
Keys to Tulsa ,1997,118991,991,Leslie Greif,Eric Stoltz,James Spader
Head Above Water ,1997,11103,992,Jim Wilson,Harvey Keitel,Cameron Diaz
Hercules ,1997,11970,993,John Musker,Tate Donovan,Josh Keaton
"Last Time I Committed Suicide, The ",1997,34941,994,Stephen T. Kay,Thomas Jane,Keanu Reeves
"Kiss Me, Guido ",1997,32519,995,Tony Vitale,Nick Scotti,Anthony Barrile
"Big Green, The ",1995,26441,996,Holly Goldberg Sloan,Steve Guttenberg,Olivia d'Abo
Stuart Saves His Family ,1995,28033,997,Harold Ramis,Al Franken,Laura San Giacomo
Cabin Boy ,1994,26391,998,Adam Resnick,Chris Elliott,Ritch Brinkley
Clean Slate ,1994,18658,999,Mick Jackson,Dana Carvey,Valeria Golino
Lightning Jack ,1994,22317,1000,Simon Wincer,Paul Hogan,Beverly D'Angelo
"Stupids, The ",1996,16299,1001,John Landis,Tom Arnold,Jessica Lundy
"Pest, The ",1997,17949,1002,R. Paul Miller,John Leguizamo,Jeffrey Jones
That Darn Cat! ,1997,20735,1003,Bob Spiers,Christina Ricci,Doug E. Doug
Geronimo: An American Legend ,1993,35588,1004,Walter Hill,Jason Patric,Wes Studi
"Double vie de Véronique, La (Double Life of Veronique, The) ",1991,-1,1005,,,
Until the End of the World (Bis ans Ende der Welt) ,1991,275655,1006,Peter Buchka,Werner Herzog,
Waiting for Guffman ,1997,16448,1007,Christopher Guest,Christopher Guest,Eugene Levy
I Shot Andy Warhol ,1996,26890,1008,Mary Harron,Lili Taylor,Jared Harris
Stealing Beauty ,1996,14553,1009,Bernardo Bertolucci,Liv Tyler,Sinéad Cusack
Basquiat ,1996,549,1010,Julian Schnabel,Jeffrey Wright,David Bowie
2 Days in the Valley ,1996,9401,1011,John Herzfeld,Danny Aiello,Greg Cruttwell
Private Parts ,1997,9403,1012,Betty Thomas,Howard Stern,Mary McCormack
Anaconda ,1997,9360,1013,Luis Llosa,Jennifer Lopez,Ice Cube
Romy and Michele's High School Reunion ,1997,9611,1014,David Mirkin,Mira Sorvino,Lisa Kudrow
Shiloh ,1997,33660,1015,Chip Rosenbloom,Blake Heron,J. Madison Wright
Con Air ,1997,1701,1016,Simon West,Nicolas Cage,John Cusack
Trees Lounge ,1996,27845,1017,Steve Buscemi,Steve Buscemi,Chloë Sevigny
Tie Me Up! Tie Me Down! ,1990,2469,1018,Pedro Almodóvar,Victoria Abril,Antonio Banderas
"Die xue shuang xiong (Killer, The) ",1989,112544,1019,Clarence Yiu-leung Fok,,
Gaslight ,1944,13528,1020,George Cukor,Charles Boyer,Ingrid Bergman
8 1/2 ,1963,422,1021,Federico Fellini,Marcello Mastroianni,Claudia Cardinale
"Fast, Cheap & Out of Control ",1997,25099,1022,Errol Morris,Dave Hoover,George Mendonça
Fathers' Day ,1997,12499,1023,Ivan Reitman,Robin Williams,Billy Crystal
Mrs. Dalloway ,1997,38904,1024,Marleen Gorris,Vanessa Redgrave,Natascha McElhone
Fire Down Below ,1997,14289,1025,Félix Enríquez Alcalá,Steven Seagal,Marg Helgenberger
"Lay of the Land, The ",1997,377038,1026,Fraser Macdonald,,
"Shooter, The ",1995,55261,1027,Ted Kotcheff,Dolph Lundgren,Maruschka Detmers
Grumpier Old Men ,1995,15602,1028,Howard Deutch,Walter Matthau,Jack Lemmon
Jury Duty ,1995,19326,1029,John Fortenberry,Pauly Shore,Tia Carrere
"Beverly Hillbillies, The ",1993,11041,1030,Penelope Spheeris,Jim Varney,Diedrich Bader
Lassie ,1994,29918,1031,Daniel Petrie,Tom Guiry,Helen Slater
Little Big League ,1994,31504,1032,Andrew Scheinman,Luke Edwards,Timothy Busfield
Homeward Bound II: Lost in San Francisco ,1996,25059,1033,David R. Ellis,Michael J. Fox,Sally Field
"Quest, The ",1996,9103,1034,Jean-Claude Van Damme,Jean-Claude Van Damme,Roger Moore
Cool Runnings ,1993,864,1035,Jon Turteltaub,Leon,Doug E. Doug
Drop Dead Fred ,1991,10379,1036,Ate de Jong,Phoebe Cates,Rik Mayall
Grease 2 ,1982,9037,1037,Patricia Birch,Maxwell Caulfield,Michelle Pfeiffer
Switchback ,1997,10871,1038,Jeb Stuart,Dennis Quaid,Danny Glover
Hamlet ,1997,10549,1039,Kenneth Branagh,Kenneth Branagh,Derek Jacobi
Two if by Sea ,1996,19760,1040,Bill Bennett,Sandra Bullock,Denis Leary
Forget Paris ,1995,10525,1041,Billy Crystal,Billy Crystal,Debra Winger
Just Cause ,1995,9061,1042,Arne Glimcher,Sean Connery,Laurence Fishburne
Rent-a-Kid ,1995,36357,1043,Fred Gerber,Leslie Nielsen,Christopher Lloyd
"Paper, The ",1994,12280,1044,Ron Howard,Michael Keaton,Robert Duvall
Fearless ,1993,10443,1045,Peter Weir,Jeff Bridges,Isabella Rossellini
Malice ,1993,2246,1046,Harold Becker,Alec Baldwin,Nicole Kidman
Multiplicity ,1996,9304,1047,Harold Ramis,Michael Keaton,Andie MacDowell
She's the One ,1996,11363,1048,Edward Burns,Edward Burns,Michael McGlone
House Arrest ,1996,18862,1049,Harry Winer,Jamie Lee Curtis,Kevin Pollak
"Ghost and Mrs. Muir, The ",1947,22292,1050,Joseph L. Mankiewicz,Gene Tierney,Rex Harrison
"Associate, The ",1996,11112,1051,Donald Petrie,Whoopi Goldberg,Dianne Wiest
Dracula: Dead and Loving It ,1995,12110,1052,Mel Brooks,Leslie Nielsen,Mel Brooks
Now and Then ,1995,9263,1053,Lesli Linka Glatter,Christina Ricci,Thora Birch
Mr. Wrong ,1996,47475,1054,Nick Castle,Ellen DeGeneres,Bill Pullman
"Simple Twist of Fate, A ",1994,43535,1055,Gillies MacKinnon,Steve Martin,Anne Heche
Cronos ,1992,14139,1056,Nacho Vigalondo,Karra Elejalde,Candela Fernández
"Pallbearer, The ",1996,23570,1057,Matt Reeves,David Schwimmer,Gwyneth Paltrow
"War, The ",1994,19855,1058,Jon Avnet,Elijah Wood,Kevin Costner
Don't Be a Menace to South Central While Drinking Your Juice in the Hood ,1996,10607,1059,Paris Barclay,Shawn Wayans,Marlon Wayans
"Adventures of Pinocchio, The ",1996,18975,1060,Steve Barron,Martin Landau,Jonathan Taylor Thomas
"Evening Star, The ",1996,30285,1061,Robert Harling,Shirley MacLaine,Jack Nicholson
Four Days in September ,1998,21253,1062,Bruno Barreto,Alan Arkin,Pedro Cardoso
"Little Princess, A ",1995,19101,1063,Alfonso Cuarón,Liesel Matthews,Eleanor Bron
Crossfire ,1947,28120,1064,Edward Dmytryk,Robert Young,Robert Mitchum
Koyaanisqatsi ,1983,11314,1065,Godfrey Reggio,Lou Dobbs,Ted Koppel
Balto ,1995,21032,1066,Simon Wells,Kevin Bacon,Bob Hoskins
Bottle Rocket ,1996,13685,1067,Wes Anderson,Luke Wilson,Owen Wilson
"Star Maker, The (Uomo delle stelle, L') ",1996,247963,1068,Roy Del Ruth,Bing Crosby,Louise Campbell
Amateur ,1994,30157,1069,Hal Hartley,Isabelle Huppert,Martin Donovan
Living in Oblivion ,1995,9071,1070,Tom DiCillo,Steve Buscemi,Catherine Keener
Party Girl ,1995,36196,1071,Daisy von Scherler Mayer,Parker Posey,Liev Schreiber
"Pyromaniac's Love Story, A ",1995,2307,1072,Joshua Brand,William Baldwin,John Leguizamo
Shallow Grave ,1994,9905,1073,Danny Boyle,Kerry Fox,Christopher Eccleston
Reality Bites ,1994,2788,1074,Ben Stiller,Winona Ryder,Ben Stiller
"Man of No Importance, A ",1994,52038,1075,Suri Krishnamma,Albert Finney,Brenda Fricker
"Pagemaster, The ",1994,15139,1076,Pixote Hunt,Macaulay Culkin,Christopher Lloyd
Love and a .45 ,1994,15477,1077,C.M. Talkington,Gil Bellows,Renée Zellweger
Oliver & Company ,1988,12233,1078,George Scribner,Joey Lawrence,Billy Joel
Joe's Apartment ,1996,11962,1079,John Payson,Jerry O'Connell,Megan Ward
Celestial Clockwork ,1996,145079,1080,Fina Torres,Ariadna Gil,Arielle Dombasle
Curdled ,1996,12241,1081,Reb Braddock,Bruce Ramsay,William Baldwin
Female Perversions ,1997,41801,1082,Susan Streitfeld,Tilda Swinton,Amy Madigan
Albino Alligator ,1997,8744,1083,Kevin Spacey,Matt Dillon,Faye Dunaway
Anne Frank Remembered ,1996,51352,1084,Jon Blair,Kenneth Branagh,Glenn Close
Carried Away ,1996,36447,1085,Bruno Barreto,Dennis Hopper,Amy Irving
It's My Party ,1996,33245,1086,Randal Kleiser,Eric Roberts,Gregory Harrison
Bloodsport 2 ,1996,25087,1087,Alan Mehrez,Daniel Bernhardt,Pat Morita
Double Team ,1997,9405,1088,Tsui Hark,Jean-Claude Van Damme,Dennis Rodman
Speed 2: Cruise Control ,1997,1639,1089,Jan de Bont,Sandra Bullock,Jason Patric
Sliver ,1993,867,1090,Phillip Noyce,Sharon Stone,William Baldwin
Pete's Dragon ,1977,11114,1091,Don Chaffey,Sean Marshall,Helen Reddy
Dear God ,1996,38554,1092,Garry Marshall,Greg Kinnear,Laurie Metcalf
Live Nude Girls ,1996,26271,1093,Julianna Lavin,Dana Delany,Kim Cattrall
"Thin Line Between Love and Hate, A ",1996,28121,1094,Martin Lawrence,Lynn Whitfield,Martin Lawrence
High School High ,1996,9308,1095,Hart Bochner,Jon Lovitz,Tia Carrere
Commandments ,1997,16399,1096,Daniel Taplitz,Aidan Quinn,Courteney Cox
"Hate (Haine, La) ",1996,28121,1097,Martin Lawrence,Lynn Whitfield,Martin Lawrence
Flirting With Disaster ,1996,2074,1098,David O. Russell,Ben Stiller,Patricia Arquette
"Red Firecracker, Green Firecracker ",1994,159185,1099,He Ping,Ning Jing,Wu Gang
What Happened Was... ,1994,83718,1100,Tom Noonan,Karen Sillas,Tom Noonan
Six Degrees of Separation ,1993,23210,1101,Fred Schepisi,Will Smith,Donald Sutherland
Two Much ,1996,46029,1102,Fernando Trueba,Antonio Banderas,Melanie Griffith
Trust ,1990,37291,1103,Hal Hartley,Adrienne Shelly,Martin Donovan
C'est arrivé près de chez vous ,1992,-1,1104,,,
Firestorm ,1998,41417,1105,Dean Semler,Howie Long,Scott Glenn
"Newton Boys, The ",1998,42807,1106,Richard Linklater,Matthew McConaughey,Skeet Ulrich
Beyond Rangoon ,1995,1873,1107,John Boorman,Patricia Arquette,Frances McDormand
Feast of July ,1995,259209,1108,Christopher Menaul,Embeth Davidtz,Tom Bell
Death and the Maiden ,1994,10531,1109,Roman Polański,Sigourney Weaver,Ben Kingsley
Tank Girl ,1995,9067,1110,Rachel Talalay,Lori Petty,Ice-T
Double Happiness ,1996,60855,1111,Mina Shum,Sandra Oh,Stephen Chang
Cobb ,1994,29973,1112,Ron Shelton,Tommy Lee Jones,Robert Wuhl
Mrs. Parker and the Vicious Circle ,1994,23333,1113,Alan Rudolph,Jennifer Jason Leigh,Campbell Scott
Faithful ,1996,47502,1114,Paul Mazursky,Cher,Chazz Palminteri
Twelfth Night ,1996,44705,1115,Trevor Nunn,Helena Bonham Carter,Richard E. Grant
"Mark of Zorro, The ",1940,32093,1116,Rouben Mamoulian,Tyrone Power,Linda Darnell
Surviving Picasso ,1996,41843,1117,James Ivory,Anthony Hopkins,Natascha McElhone
Up in Smoke ,1978,11455,1118,Lou Adler,Cheech Marin,Tommy Chong
Some Kind of Wonderful ,1987,15143,1119,Howard Deutch,Eric Stoltz,Mary Stuart Masterson
I'm Not Rappaport ,1996,61536,1120,Herb Gardner,Walter Matthau,Ossie Davis
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) ",1996,5967,1121,Jacques Demy,Catherine Deneuve,Nino Castelnuovo
They Made Me a Criminal ,1939,26378,1122,Busby Berkeley,John Garfield,The 'Dead End' Kids
"Last Time I Saw Paris, The ",1954,57575,1123,Richard Brooks,Elizabeth Taylor,Van Johnson
"Farewell to Arms, A ",1932,22649,1124,Frank Borzage,Helen Hayes,Gary Cooper
"Innocents, The ",1961,16372,1125,Jack Clayton,Deborah Kerr,Peter Wyngarde
"Old Man and the Sea, The ",1958,11331,1126,John Sturges,Spencer Tracy,Felipe Pazos
"Truman Show, The ",1998,37165,1127,Peter Weir,Jim Carrey,Laura Linney
Heidi Fleiss: Hollywood Madam (,1996,63076,1128,Nick Broomfield,Nick Broomfield,Heidi Fleiss
Chungking Express ,1996,11104,1129,Wong Kar-wai,Brigitte Lin,Tony Leung Chiu-Wai
Jupiter's Wife ,1996,290157,1130,Michel Negroponte,Maggie Cogan,
Safe ,1995,32646,1131,Todd Haynes,Julianne Moore,Xander Berkeley
Feeling Minnesota ,1996,12656,1132,Steven Baigelman,Keanu Reeves,Cameron Diaz
Escape to Witch Mountain ,1975,14821,1133,John Hough,Kim Richards,Ray Milland
Get on the Bus ,1996,49471,1134,Spike Lee,Ossie Davis,Charles S. Dutton
"Doors, The ",1991,10537,1135,Oliver Stone,Val Kilmer,Meg Ryan
Ghosts of Mississippi ,1996,31908,1136,Rob Reiner,Alec Baldwin,James Woods
Beautiful Thing ,1996,10938,1137,Hettie MacDonald,Linda Henry,Glen Berry
Best Men ,1997,19952,1138,Tamra Davis,Dean Cain,Andy Dick
Hackers ,1995,10428,1139,Iain Softley,Jonny Lee Miller,Angelina Jolie
"Road to Wellville, The ",1994,10467,1140,Alan Parker,Anthony Hopkins,Bridget Fonda
"War Room, The ",1993,26408,1141,Chris Hegedus,James Carville,George Stephanopoulos
When We Were Kings ,1997,10548,1142,Leon Gast,Muhammad Ali,George Foreman
Hard Eight ,1997,8052,1143,Paul Thomas Anderson,Philip Baker Hall,Gwyneth Paltrow
"Quiet Room, The ",1997,88423,1144,Rolf de Heer,Celine O'Leary,Paul Blackwell
Blue Chips ,1994,19819,1145,William Friedkin,Nick Nolte,Shaquille O'Neal
Calendar Girl ,1993,117553,1146,John Whitesell,Jason Priestley,Gabriel Olds
My Family ,1995,38722,1147,Gregory Nava,Edward James Olmos,Jimmy Smits
Tom & Viv ,1994,46797,1148,Brian Gilbert,Willem Dafoe,Miranda Richardson
Walkabout ,1971,36040,1149,Nicolas Roeg,Jenny Agutter,Luc Roeg
Last Dance ,1996,46063,1150,Bruce Beresford,Sharon Stone,Rob Morrow
Original Gangstas ,1996,40507,1151,Larry Cohen,Fred Williamson,Pam Grier
In Love and War ,1997,110644,1152,James Tyler,James Tyler,Miki O'Brien
Backbeat ,1993,12635,1153,Iain Softley,Stephen Dorff,Ian Hart
Alphaville ,1965,8072,1154,Jean-Luc Godard,Eddie Constantine,Anna Karina
"Rendezvous in Paris (Rendez-vous de Paris, Les) ",1996,77056,1155,Éric Rohmer,Clara Bellar,Antoine Basler
Cyclo ,1996,38366,1156,Leonardo Pieraccioni,Leonardo Pieraccioni,Lorena Forteza
"Relic, The ",1997,11015,1157,Peter Hyams,Penelope Ann Miller,Tom Sizemore
"Fille seule, La (A Single Girl) ",1996,102461,1158,Benoît Jacquot,Virginie Ledoyen,Benoît Magimel
Stalker ,1979,1398,1159,Andrei Tarkovsky,Aleksandr Kaydanovskiy,Anatoliy Solonitsyn
Love! Valour! Compassion! ,1997,64802,1160,Joe Mantello,Jason Alexander,John Glover
Palookaville ,1996,37616,1161,Alan Taylor,William Forsythe,Vincent Gallo
Phat Beach ,1996,92381,1162,Doug Ellin,Jermaine 'Huggy' Hopkins,Claudia Kaleem
"Portrait of a Lady, The ",1996,36758,1163,Jane Campion,Nicole Kidman,John Malkovich
Zeus and Roxanne ,1997,42424,1164,George T. Miller,Steve Guttenberg,Kathleen Quinlan
Big Bully ,1996,36929,1165,Steve Miner,Rick Moranis,Tom Arnold
Love & Human Remains ,1993,27804,1166,Peter Bogdanovich,River Phoenix,Samantha Mathis
"Sum of Us, The ",1994,36614,1167,Kevin Dowling,Jack Thompson,Russell Crowe
Little Buddha ,1993,1689,1168,Bernardo Bertolucci,Keanu Reeves,Bridget Fonda
Fresh ,1994,13815,1169,Boaz Yakin,Sean Nelson,Giancarlo Esposito
Spanking the Monkey ,1994,17600,1170,David O. Russell,Jeremy Davies,Benjamin Hendrickson
Wild Reeds ,1994,26933,1171,André Téchiné,Gaël Morel,Élodie Bouchez
"Women, The ",1939,22490,1172,George Cukor,Norma Shearer,Joan Crawford
Bliss ,1997,63945,1173,Lance Young,Craig Sheffer,Sheryl Lee
Caught ,1996,47260,1174,Robert M. Young,Edward James Olmos,María Conchita Alonso
Hugo Pool ,1997,32332,1175,Robert Downey Sr.,Alyssa Milano,Patrick Dempsey
Welcome To Sarajevo ,1997,14905,1176,Michael Winterbottom,Stephen Dillane,Woody Harrelson
Dunston Checks In ,1996,17414,1177,Ken Kwapis,Jason Alexander,Faye Dunaway
Major Payne ,1994,11008,1178,Nick Castle,Damon Wayans,Orlando Brown
Man of the House ,1995,40490,1179,James Orr,Farrah Fawcett,Chevy Chase
I Love Trouble ,1994,10879,1180,Charles Shyer,Nick Nolte,Saul Rubinek
"Low Down Dirty Shame, A ",1994,26352,1181,Keenen Ivory Wayans,Keenen Ivory Wayans,Charles S. Dutton
Cops and Robbersons ,1994,26261,1182,Michael Ritchie,Chevy Chase,Jack Palance
"Cowboy Way, The ",1994,19176,1183,Gregg Champion,Woody Harrelson,Kiefer Sutherland
"Endless Summer 2, The ",1994,24257,1184,Bruce Brown,,
In the Army Now ,1994,12475,1185,Daniel Petrie Jr.,Pauly Shore,Andy Dick
"Inkwell, The ",1994,59930,1186,Matty Rich,Larenz Tate,Joe Morton
Switchblade Sisters ,1975,52633,1187,Jack Hill ,Joanne Nail,Robbie Lee
Young Guns II ,1990,9086,1188,Geoff Murphy,Emilio Estevez,Kiefer Sutherland
Prefontaine ,1997,26306,1189,Steve James,Jared Leto,R. Lee Ermey
That Old Feeling ,1997,25796,1190,Carl Reiner,Dennis Farina,Paula Marshall
"Letter From Death Row, A ",1998,43911,1191,Bret Michaels,Bret Michaels,Martin Sheen
"Boys of St. Vincent, The ",1993,32119,1192,John N. Smith,Henry Czerny,Johnny Morina
Before the Rain (Pred dozhdot) ,1994,19155,1193,Milcho Manchevski,Katrin Cartlidge,Rade Serbedzija
Once Were Warriors ,1994,527,1194,Lee Tamahori,Rena Owen,Temuera Morrison
Strawberry and Chocolate (Fresa y chocolate) ,1993,12527,1195,Tomás Gutiérrez Alea,Jorge Perugorría,Vladimir Cruz
"Savage Nights (Nuits fauves, Les) ",1992,41878,1196,Cyril Collard,Cyril Collard,Romane Bohringer
"Family Thing, A ",1996,41852,1197,Richard Pearce,Robert Duvall,James Earl Jones
Purple Noon ,1960,10363,1198,René Clément,Alain Delon,Maurice Ronet
Cemetery Man (Dellamorte Dellamore) ,1996,21588,1199,Michele Soavi,Rupert Everett,François Hadji-Lazaro
Kim ,1950,110465,1200,Victor Saville,Errol Flynn,Dean Stockwell
Marlene Dietrich: Shadow and Light (,1996,-1,1201,,,
"Maybe, Maybe Not (Bewegte Mann, Der) ",1996,159,1202,Sönke Wortmann,Til Schweiger,Katja Riemann
Top Hat ,1935,3080,1203,Mark Sandrich,Fred Astaire,Ginger Rogers
To Be or Not to Be ,1942,198,1204,Ernst Lubitsch,Carole Lombard,Jack Benny
"Secret Agent, The ",1996,47199,1205,Christopher Hampton,Bob Hoskins,Patricia Arquette
Amos & Andrew ,1993,31000,1206,E. Max Frye,Samuel L. Jackson,Nicolas Cage
Jade ,1995,11863,1207,William Friedkin,David Caruso,Linda Fiorentino
Kiss of Death ,1995,6071,1208,Barbet Schroeder,David Caruso,Samuel L. Jackson
Mixed Nuts ,1994,24070,1209,Nora Ephron,Steve Martin,Madeline Kahn
Virtuosity ,1995,9271,1210,Brett Leonard,Denzel Washington,Russell Crowe
Blue Sky ,1994,57834,1211,Tony Richardson,Jessica Lange,Tommy Lee Jones
Flesh and Bone ,1993,18551,1212,Steve Kloves,Meg Ryan,Dennis Quaid
Guilty as Sin ,1993,4916,1213,Sidney Lumet,Rebecca De Mornay,Don Johnson
In the Realm of the Senses (Ai no corrida) ,1976,5879,1214,Nagisa Ōshima,Eiko Matsuda,Tatsuya Fuji
Barb Wire ,1996,11867,1215,David Hogan,Pamela Anderson,Temuera Morrison
Kissed ,1997,21626,1216,Lynne Stopkewich,Molly Parker,Peter Outerbridge
Assassins ,1995,9691,1217,Richard Donner,Sylvester Stallone,Antonio Banderas
Friday ,1995,10634,1218,F. Gary Gray,Ice Cube,Chris Tucker
"Goofy Movie, A ",1995,15789,1219,Kevin Lima,Bill Farmer,Jason Marsden
Higher Learning ,1995,16295,1220,John Singleton,Omar Epps,Kristy Swanson
When a Man Loves a Woman ,1994,10449,1221,Luis Mandoki,Andy García,Meg Ryan
Judgment Night ,1993,6,1222,Stephen Hopkins,Emilio Estevez,Cuba Gooding Jr.
King of the Hill ,1993,34024,1223,Steven Soderbergh,Jesse Bradford,Jeroen Krabbé
"Scout, The ",1994,35233,1224,Michael Ritchie,Brendan Fraser,Albert Brooks
Angus ,1995,25969,1225,Patrick Read Johnson,Perry Anzilotti,Kathy Bates
Night Falls on Manhattan ,1997,46027,1226,Sidney Lumet,Andy García,Ian Holm
"Awfully Big Adventure, An ",1995,22279,1227,Mike Newell,Alan Rickman,Hugh Grant
Under Siege 2: Dark Territory ,1995,3512,1228,Geoff Murphy,Steven Seagal,Eric Bogosian
Poison Ivy II ,1995,9264,1229,Katt Shea,Drew Barrymore,Sara Gilbert
Ready to Wear (Pret-A-Porter) ,1994,3586,1230,Robert Altman,Marcello Mastroianni,Sophia Loren
Marked for Death ,1990,10173,1231,Dwight H. Little,Steven Seagal,Basil Wallace
Madonna: Truth or Dare ,1991,10174,1232,Alek Keshishian,Madonna,Al Pacino
Nénette et Boni ,1996,-1,1233,,,
Chairman of the Board ,1998,31535,1234,Alex Zamm,Scott 'Carrot Top' Thompson,Courtney Thorne-Smith
"Big Bang Theory, The ",1994,-1,1235,,,
"Other Voices, Other Rooms ",1997,64562,1236,David Rocksavage,Lothaire Bluteau,Anna Levine
Twisted ,1996,52537,1237,Seth Michael Donsky,Ray Aranha,Keivyn McNeill Grayes
Full Speed ,1996,12799,1238,Gaël Morel,Élodie Bouchez,Stéphane Rideau
Cutthroat Island ,1995,1408,1239,Renny Harlin,Geena Davis,Matthew Modine
Ghost in the Shell (Kokaku kidotai) ,1996,9323,1240,Mamoru Oshii,Atsuko Tanaka,Akio Otsuka
"Van, The ",1997,11844,1241,Stephen Frears,Colm Meaney,Donal O'Kelly
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) ",1991,78285,1242,Laurent Heynemann  ,Jeanne Moreau,Michel Serrault
Night Flier ,1998,12238,1243,Mark Pavia,Miguel Ferrer,Julie Entwisle
Metro ,1997,8860,1244,Thomas Carter,Eddie Murphy,Kim Miyori
Gridlock'd ,1997,12489,1245,Vondie Curtis-Hall,Tupac Amaru Shakur,Tim Roth
Bushwhacked ,1995,26258,1246,Greg Beeman,Daniel Stern,Jon Polito
Bad Girls ,1994,11853,1247,Jonathan Kaplan,Madeleine Stowe,Mary Stuart Masterson
Blink ,1994,26203,1248,Michael Apted,Madeleine Stowe,Aidan Quinn
For Love or Money ,1993,9024,1249,Barry Sonnenfeld,Michael J. Fox,Gabrielle Anwar
Best of the Best 3: No Turning Back ,1995,36555,1250,Phillip Rhee,Phillip Rhee,Christopher McDonald
A Chef in Love ,1997,105763,1251,Nana Dzhordzhadze,Pierre Richard,Micheline Presle
"Contempt (Mépris, Le) ",1997,489289,1252,Kwak Seung-min,,
"Tie That Binds, The ",1995,79593,1253,Wesley Strick,Daryl Hannah,Keith Carradine
Gone Fishin' ,1997,9054,1254,Christopher Cain,Joe Pesci,Danny Glover
Broken English ,1997,124680,1255,Gregor Nicholas,Rade Serbedzija,Aleksandra Vujcic
"Designated Mourner, The ",1997,125021,1256,David Hare,Mike Nichols,Miranda Richardson
"Designated Mourner, The ",1997,125021,1257,David Hare,Mike Nichols,Miranda Richardson
Trial and Error ,1997,17770,1258,Jonathan Lynn,Jeff Daniels,Charlize Theron
Pie in the Sky ,1996,110972,1259,Bryan Gordon,Josh Charles,Anne Heche
Total Eclipse ,1995,36834,1260,Agnieszka Holland,Leonardo DiCaprio,David Thewlis
"Run of the Country, The ",1995,221917,1261,Peter Yates,Albert Finney,Matt Keeslar
Walking and Talking ,1996,49963,1262,Nicole Holofcener,Catherine Keener,Anne Heche
Foxfire ,1996,18555,1263,Annette Haywood-Carter,Angelina Jolie,Hedy Burress
Nothing to Lose ,1996,11676,1264,Steve Oedekerk,Tim Robbins,Martin Lawrence
Star Maps ,1997,108401,1265,Miguel Arteta,Douglas Spain,Efrain Figueroa
Bread and Chocolate (Pane e cioccolata) ,1973,51242,1266,Franco Brusati,Nino Manfredi,Johnny Dorelli
Clockers ,1995,20649,1267,Spike Lee,Harvey Keitel,John Turturro
Bitter Moon ,1992,10497,1268,Roman Polański,Hugh Grant,Kristin Scott Thomas
Love in the Afternoon ,1957,18299,1269,Billy Wilder,Gary Cooper,Audrey Hepburn
Life with Mikey ,1993,42580,1270,James Lapine,Michael J. Fox,Christina Vidal
North ,1994,31586,1271,Rob Reiner,Elijah Wood,Jason Alexander
Talking About Sex ,1994,-1,1272,,,
Color of Night ,1994,2124,1273,Richard Rush,Bruce Willis,Jane March
Robocop 3 ,1993,5550,1274,Fred Dekker,Robert John Burke,Nancy Allen
Killer (Bulletproof Heart) ,1994,399402,1275,Donovan Marsh,Gerard Butler,Common
Sunset Park ,1996,29649,1276,Steve Gomer,Rhea Perlman,Fredro Starr
Set It Off ,1996,9400,1277,F. Gary Gray,Jada Pinkett Smith,Queen Latifah
